bcnnorms	http://datos.bcn.cl/ontologies/bcn-norms#
bne	http://datos.bne.es/resource/
city	http://datos.localidata.com/def/City#
dayta	http://dayta.me/resource#
db	http://dbpedia.org/
yago	http://dbpedia.org/class/yago/
dbo	http://dbpedia.org/ontology/
dbpediaowl	http://dbpedia.org/ontology/
dbpprop	http://dbpedia.org/property/
dbpedia	http://dbpedia.org/resource/
category	http://dbpedia.org/resource/Category:
dbptmpl	http://dbpedia.org/resource/Template:
dpl	http://dbpedialite.org/things/
dbtont	http://dbtropes.org/ont/
dcm	http://dcm.com/
kb	http://deductions.sf.net/ontology/knowledge_base.owl#
dco	http://deepcarbon.net/
esd	http://def.esd.org.uk/
oauth	http://demiblog.org/vocab/oauth#
quak	http://dev.w3.org/cvsweb/2000/quacken/vocab#
air	http://dig.csail.mit.edu/TAMI/2007/amord/air#
lt	http://diplomski.nelakolundzija.org/LTontology.rdf#
gnd	http://d-nb.info/gnd/
agrelon	http://d-nb.info/standards/elementset/agrelon.owl#
mds	http://doc.metalex.eu/id/
evset	http://dsnotify.org/vocab/eventset/0.1/
oboe	http://ecoinformatics.org/oboe/oboe.1.0/oboe-core.owl#
edgar	http://edgarwrap.ontologycentral.com/vocab/edgar#
eprints	http://eprints.org/ontology/
pol	http://escience.rpi.edu/ontology/semanteco/2/0/pollution.owl#
water	http://escience.rpi.edu/ontology/semanteco/2/0/water.owl#
s2s	http://escience.rpi.edu/ontology/sesf/s2s/4/0/
vsto	http://escience.rpi.edu/ontology/vsto/2/0/vsto.owl#
eg	http://eulergui.sourceforge.net/engine.owl#
agents	http://eulersharp.sourceforge.net/2003/03swap/agent#
agent	http://eulersharp.sourceforge.net/2003/03swap/agent#
bioskos	http://eulersharp.sourceforge.net/2003/03swap/bioSKOSSchemes#
care	http://eulersharp.sourceforge.net/2003/03swap/care#
countries	http://eulersharp.sourceforge.net/2003/03swap/countries#
environ	http://eulersharp.sourceforge.net/2003/03swap/environment#
events	http://eulersharp.sourceforge.net/2003/03swap/event#
fl	http://eulersharp.sourceforge.net/2003/03swap/fl-rules#
genab	http://eulersharp.sourceforge.net/2003/03swap/genomeAbnormality#
human	http://eulersharp.sourceforge.net/2003/03swap/human#
humanbody	http://eulersharp.sourceforge.net/2003/03swap/humanBody#
languages	http://eulersharp.sourceforge.net/2003/03swap/languages#
es	http://eulersharp.sourceforge.net/2003/03swap/log-rules#
eu	http://eulersharp.sourceforge.net/2003/03swap/log-rules#
elog	http://eulersharp.sourceforge.net/2003/03swap/log-rules#
organism	http://eulersharp.sourceforge.net/2003/03swap/organism#
organiz	http://eulersharp.sourceforge.net/2003/03swap/organization#
quantities	http://eulersharp.sourceforge.net/2003/03swap/quantitiesExtension#
units	http://eulersharp.sourceforge.net/2003/03swap/unitsExtension#
fcm	http://eulersharp.sourceforge.net/2006/02swap/fcm#
eunis	http://eunis.eea.europa.eu/rdf/species-schema.rdf#
sede	http://eventography.org/sede/0.1/
ex	http://example.com/
name	http://example.org/name#
fise	http://fise.iks-project.eu/ontology/
urn	http://fliqz.com/
qdoslf	http://foaf.qdos.com/lastfm/schema/
fd	http://foodable.co/ns/
xesam	http://freedesktop.org/standards/xesam/1.0/core#
fos	http://futurios.org/fos/spec/
gadm	http://gadm.geovocab.org/ontology#
gawd	http://gawd.atlantides.org/terms/
geoes	http://geo.linkeddata.es/ontology/
geovocab	http://geovocab.org/
geom	http://geovocab.org/geometry#
spatial	http://geovocab.org/spatial#
govwild	http://govwild.org/ontology/GWOntology.owl#
harrisons	http://harrisons.cc/
dummy	http://hello.com/
mrel	http://id.loc.gov/vocabulary/relators/
turismo	http://idi.fundacionctic.org/cruzar/turismo#
isbd	http://iflastandards.info/ns/isbd/elements/
pmlj	http://inference-web.org/2.0/pml-justification.owl#
pmlp	http://inference-web.org/2.0/pml-provenance.owl#
pmlr	http://inference-web.org/2.0/pml-relation.owl#
pmlt	http://inference-web.org/2.0/pml-trust.owl#
eui	http://institutions.publicdata.eu/#
rnews	http://iptc.org/std/rNews/2011-10-07#
tdb	http://jena.hpl.hp.com/2008/tdb#
afn	http://jena.hpl.hp.com/ARQ/function#
pf	http://jena.hpl.hp.com/ARQ/property#
eye	http://jena.hpl.hp.com/Eyeball#
greg	http://kasei.us/about/foaf.xrdf#
kdo	http://kdo.render-project.eu/kdo#
no	http://km.aifb.kit.edu/projects/numbers/number#
ecos	http://kmm.lboro.ac.uk/ecos/1.0#
provenir	http://knoesis.wright.edu/provenir/provenir.owl#
gelo	http://krauthammerlab.med.yale.edu/ontologies/gelo#
kw	http://kwantu.net/kw/
kwijibo	http://kwijibo.talis.com/
puelia	http://kwijibo.talis.com/vocabs/puelia#
l4a	http://labels4all.info/ns/
ends	http://labs.mondeca.com/vocab/endpointStatus#
xl	http://langegger.at/xlwrap/vocab#
lp	http://launchpad.net/rdf/launchpad#
lvont	http://lexvo.org/ontology#
lexvo	http://lexvo.org/ontology#
life	http://life.deri.ie/schema/
lode	http://linkedevents.org/ontology/
lgdo	http://linkedgeodata.org/ontology/
lgv	http://linkedgeodata.org/ontology/
recipe	http://linkedrecipes.org/schema/
lsc	http://linkedscience.org/lsc/ns#
teach	http://linkedscience.org/teach/ns#
lv	http://lobid.org/vocab/lobid#
lodac	http://lod.ac/ns/lodac#
gesis	http://lod.gesis.org/lodpilot/ALLBUS/vocab.rdf#
txn	http://lod.taxonconcept.org/ontology/txn.owl#
lod2	http://lod2.eu/schema/
opus	http://lsdis.cs.uga.edu/projects/semdis/opus#
lom	http://ltsc.ieee.org/rdf/lomv1p0/lom#
lomvoc	http://ltsc.ieee.org/rdf/lomv1p0/vocabulary#
fls	http://lukasblaho.sk/football_league_schema#
trackback	http://madskills.com/public/xml/rss/module/trackback/
mohammad	http://manesht.ir/
pom	http://maven.apache.org/POM/4.0.0#
moat	http://moat-project.org/ns#
okkam	http://models.okkam.org/ENS-core-vocabulary#
ens	http://models.okkam.org/ENS-core-vocabulary.owl#
voaf	http://mondeca.com/foaf/voaf#
nsa	http://multimedialab.elis.ugent.be/organon/ontologies/ninsuna#
music	http://musicontology.com/
myprefix	http://myprefix.org/
dcndl	http://ndl.go.jp/dcndl/terms/
mte	http://nl.ijs.si/ME/owl/
sso	http://nlp2rdf.lod2.eu/schema/sso/
str	http://nlp2rdf.lod2.eu/schema/string/
photoshop	http://ns.adobe.com/photoshop/1.0/
xmp	http://ns.adobe.com/xap/1.0/
evopat	http://ns.aksw.org/Evolution/
shv	http://ns.aksw.org/spatialHierarchy/
nt	http://ns.inria.fr/nicetag/2010/09/09/voc#
ntag	http://ns.inria.fr/nicetag/2010/09/09/voc#
prissma	http://ns.inria.fr/prissma/v1#
r4ta	http://ns.inria.fr/ratio4ta/v1#
s4ac	http://ns.inria.fr/s4ac/v2#
wm	http://ns.inria.fr/webmarks#
npgd	http://ns.nature.com/datasets/
npgx	http://ns.nature.com/extensions/
npgg	http://ns.nature.com/graphs/
npg	http://ns.nature.com/terms/
sysont	http://ns.ontowiki.net/SysOnt/
phss	http://ns.poundhill.com/phss/1.0/
req	http://ns.softwiki.de/req/
scufl2	http://ns.taverna.org.uk/2010/scufl2#
nuts	http://nuts.psi.enakting.org/id/BE335/doc/
xch	http://oanda2rdf.appspot.com/xch/
oboro	http://obofoundry.org/ro/ro.owl#
moac	http://observedchange.com/moac/ns#
tisc	http://observedchange.com/tisc/ns#
ogp	http://ogp.me/ns#
ok	http://okkam.org/terms#
omv	http://omv.ontoware.org/2005/05/ontology#
opo	http://online-presence.net/opo/ns#
days	http://ontologi.es/days#
giving	http://ontologi.es/giving#
lang	http://ontologi.es/lang/core#
like	http://ontologi.es/like#
pr	http://ontologi.es/profiling#
profiling	http://ontologi.es/profiling#
rail	http://ontologi.es/rail/vocab#
status	http://ontologi.es/status#
ezcontext	http://ontologies.ezweb.morfeo-project.org/ezcontext/ns#
eztag	http://ontologies.ezweb.morfeo-project.org/eztag/ns#
out	http://ontologies.hypios.com/out#
memo	http://ontologies.smile.deri.ie/2009/02/27/memo#
pdo	http://ontologies.smile.deri.ie/pdo#
dl	http://ontology.ip.rm.cnr.it/ontologies/DOLCE-Lite#
itsmo	http://ontology.it/itsmo/v1#
cbase	http://ontologycentral.com/2010/05/cb/vocab#
odp	http://ontologydesignpatterns.org/
steel	http://ontorule-project.eu/resources/steel-30#
ov	http://open.vocab.org/terms/
open	http://open.vocab.org/terms/
oc	http://opencoinage.org/rdf/
oarj	http://opendepot.org/reference/linked/1.0/
ean	http://openean.kaufkauf.net/id/
ogorg	http://opengraph.org/schema/
og	http://opengraphprotocol.org/schema/
okg	http://openknowledgegraph.org/ontology/
opl	http://openlinksw.com/schema/attribution#
oat	http://openlinksw.com/schemas/oat/
fct	http://openlinksw.com/services/facets/1.0/
opmo	http://openprovenance.org/model/opmo#
opm	http://openprovenance.org/ontology#
oprovo	http://openprovenance.org/ontology#
bp	http://open-services.net/ns/basicProfile#
phil	http://philosurfical.open.ac.uk/ontology/philosurfical.owl/
swh	http://plugin.org.uk/swh-plugins/
poder	http://poderopedia.com/vocab/
pkmn	http://pokedex.dataincubator.org/pkm/
mf	http://poshrdf.org/ns/mf#
posh	http://poshrdf.org/ns/posh/
prefix	http://prefix.cc/
nsogi	http://prefix.cc/nsogi:
prism	http://prismstandard.org/namespaces/basic/2.0/
prism21	http://prismstandard.org/namespaces/basic/2.1/
protegedc	http://protege.stanford.edu/plugins/owl/dc/protege-dc.owl#
protege	http://protege.stanford.edu/system#
protons	http://proton.semanticweb.org/2005/04/protons#
w3p	http://prov4j.org/w3p/
pml	http://provenanceweb.org/ns/pml#
psh	http://psh.techlib.cz/skos/
edam	http://purl.bioontology.org/ontology/EDAM/
obo	http://purl.obolibrary.org/obo/
iao	http://purl.obolibrary.org/obo/iao.owl#
muo	http://purl.oclc.org/NET/muo/muo#
mvco	http://purl.oclc.org/NET/mvco.owl#
bibtex	http://purl.oclc.org/NET/nknouf/ns/bibtex#
sism	http://purl.oclc.org/NET/sism/0.1/
pois	http://purl.oclc.org/POIS/vcblr#
acco	http://purl.org/acco/ns#
admssw	http://purl.org/adms/sw/
arecipe	http://purl.org/amicroformat/arecipe/
arch	http://purl.org/archival/vocab/arch#
asn	http://purl.org/ASN/schema/core/
b2bo	http://purl.org/b2bo#
biotop	http://purl.org/biotop/biotop.owl#
cvbase	http://purl.org/captsolo/resume-rdf/0.2/base#
cv	http://purl.org/captsolo/resume-rdf/0.2/cv#
carfo	http://purl.org/carfo#
cld	http://purl.org/cld/terms/
coll	http://purl.org/co/
com	http://purl.org/commerce#
ccard	http://purl.org/commerce/creditcard#
pay	http://purl.org/commerce/payment#
product	http://purl.org/commerce/product#
cold	http://purl.org/configurationontology#
coo	http://purl.org/coo/ns#
coin	http://purl.org/court/def/2009/coin#
ds	http://purl.org/ctic/dcat#
emp	http://purl.org/ctic/empleo/oferta#
ctorg	http://purl.org/ctic/infraestructuras/organizacion#
elec	http://purl.org/ctic/sector-publico/elecciones#
dcam	http://purl.org/dc/dcam/
dctype	http://purl.org/dc/dcmitype/
dc11	http://purl.org/dc/elements/1.1/
dcterms	http://purl.org/dc/terms/
derecho	http://purl.org/derecho#
dita	http://purl.org/ditavoc/schema/
dqm	http://purl.org/dqm-vocabulary/v1/dqm#
fab	http://purl.org/fab/ns#
food	http://purl.org/foodontology#
gnvc	http://purl.org/gc/
germplasm	http://purl.org/germplasm/terms#
gr	http://purl.org/goodrelations/v1#
pro	http://purl.org/hpi/patchr#
ibis	http://purl.org/ibis#
inno	http://purl.org/innovation/ns#
lex	http://purl.org/lex#
lib	http://purl.org/library/
gold	http://purl.org/linguistics/gold/
apivc	http://purl.org/linked-data/api/vocab#
cube	http://purl.org/linked-data/cube#
sdmx	http://purl.org/linked-data/sdmx#
sdmxdim	http://purl.org/linked-data/sdmx/2009/dimension#
xkos	http://purl.org/linked-data/xkos#
lyou	http://purl.org/linkingyou/
cao	http://purl.org/makolab/caont/
marl	http://purl.org/marl/ns#
audio	http://purl.org/media/audio#
video	http://purl.org/media/video#
dsp	http://purl.org/metainfo/terms/dsp#
ufmedia	http://purl.org/microformat/hmedia/
muto	http://purl.org/muto/core#
acc	http://purl.org/NET/acc#
biblio	http://purl.org/net/biblio#
botany	http://purl.org/NET/biol/botany#
biol	http://purl.org/NET/biol/ns#
zoology	http://purl.org/NET/biol/zoology#
biordf	http://purl.org/net/biordfmicroarray/ns#
book	http://purl.org/NET/book/vocab#
event	http://purl.org/NET/c4dm/event.owl#
timeline	http://purl.org/NET/c4dm/timeline.owl#
cidoccrm	http://purl.org/NET/cidoc-crm/core#
cito	http://purl.org/net/cito/
cis	http://purl.org/NET/cloudisus#
compass	http://purl.org/net/compass#
dady	http://purl.org/NET/dady#
ddc	http://purl.org/NET/decimalised#
dssn	http://purl.org/net/dssn/
ldap	http://purl.org/net/ldap/
lx	http://purl.org/NET/lx#
mime	http://purl.org/NET/mediatypes/
wordmap	http://purl.org/net/ns/wordmap#
opmv	http://purl.org/net/opmv/ns#
gridworks	http://purl.org/net/opmv/types/gridworks#
ordf	http://purl.org/NET/ordf/
ping	http://purl.org/net/pingback/
prviv	http://purl.org/net/provenance/integrity#
prv	http://purl.org/net/provenance/ns#
prvtypes	http://purl.org/net/provenance/types#
puc	http://purl.org/NET/puc#
money	http://purl.org/net/rdf-money/
rulz	http://purl.org/NET/rulz#
scsv	http://purl.org/NET/schema-org-csv#
space	http://purl.org/net/schemas/space/
scovo	http://purl.org/NET/scovo#
uri	http://purl.org/NET/uri#
label	http://purl.org/net/vocab/2004/03/label#
visit	http://purl.org/net/vocab/2004/07/visit#
yoda	http://purl.org/NET/yoda#
meteo	http://purl.org/ns/meteo#
nxp	http://purl.org/nxp/schema/v1/
ms	http://purl.org/obo/owl/MS#
ncbitaxon	http://purl.org/obo/owl/NCBITaxon#
ro	http://purl.org/obo/owl/ro#
oboso	http://purl.org/obo/owl/SO#
mtecore	http://purl.org/olia/mte/multext-east.owl#
olia	http://purl.org/olia/olia.owl#
omapi	http://purl.org/omapi/0.2/#
af	http://purl.org/ontology/af/
ao	http://purl.org/ontology/ao/core#
bibo	http://purl.org/ontology/bibo/
cco	http://purl.org/ontology/cco/core#
ccom	http://purl.org/ontology/cco/mappings#
chord	http://purl.org/ontology/chord/
co	http://purl.org/ontology/co/core#
daia	http://purl.org/ontology/daia/
daiaserv	http://purl.org/ontology/daia/Service/
dso	http://purl.org/ontology/dso#
gbv	http://purl.org/ontology/gbv/
iron	http://purl.org/ontology/iron#
is	http://purl.org/ontology/is/core#
isi	http://purl.org/ontology/is/inst/
isq	http://purl.org/ontology/is/quality/
ist	http://purl.org/ontology/is/types/
lastfm	http://purl.org/ontology/last-fm/
mo	http://purl.org/ontology/mo/
mit	http://purl.org/ontology/mo/mit#
muni	http://purl.org/ontology/muni#
myspace	http://purl.org/ontology/myspace#
olo	http://purl.org/ontology/olo/core#
pbo	http://purl.org/ontology/pbo/core#
places	http://purl.org/ontology/places#
place	http://purl.org/ontology/places/
po	http://purl.org/ontology/po/
prvr	http://purl.org/ontology/prv/rules#
rec	http://purl.org/ontology/rec/core#
sco	http://purl.org/ontology/sco#
musim	http://purl.org/ontology/similarity/
ssso	http://purl.org/ontology/ssso#
so	http://purl.org/ontology/symbolic-music/
wo	http://purl.org/ontology/wo/
ome	http://purl.org/ontomedia/core/expression#
omm	http://purl.org/ontomedia/core/media#
spc	http://purl.org/ontomedia/core/space#
omb	http://purl.org/ontomedia/ext/common/being#
being	http://purl.org/ontomedia/ext/common/being#
omc	http://purl.org/ontomedia/ext/common/bestiary#
omp	http://purl.org/ontomedia/ext/common/profession#
omt	http://purl.org/ontomedia/ext/common/trait#
oo	http://purl.org/openorg/
pav	http://purl.org/pav/
pc	http://purl.org/procurement/public-contracts#
pccz	http://purl.org/procurement/public-contracts-czech#
prog	http://purl.org/prog/
w3po	http://purl.org/provenance/w3p/w3po#
rdo	http://purl.org/rdo/ns#
reco	http://purl.org/reco#
tmpl	http://purl.org/restdesc/http-template#
rss	http://purl.org/rss/1.0/
content	http://purl.org/rss/1.0/modules/content/
taxo	http://purl.org/rss/1.0/modules/taxonomy/
sc	http://purl.org/science/owl/sciencecommons/
sig	http://purl.org/signature#
biro	http://purl.org/spar/biro/
c4o	http://purl.org/spar/c4o/
dcite	http://purl.org/spar/datacite/
deo	http://purl.org/spar/deo/
doco	http://purl.org/spar/doco/
fabio	http://purl.org/spar/fabio#
pso	http://purl.org/spar/pso/
pwo	http://purl.org/spar/pwo/
prj	http://purl.org/stuff/project/
rev	http://purl.org/stuff/rev#
swanag	http://purl.org/swan/1.2/agents/
swanci	http://purl.org/swan/1.2/citations/
swande	http://purl.org/swan/1.2/discourse-elements/
swandr	http://purl.org/swan/1.2/discourse-relationships/
swanpav	http://purl.org/swan/1.2/pav/
swanq	http://purl.org/swan/1.2/qualifiers/
swanqs	http://purl.org/swan/1.2/qualifiers/
swanco	http://purl.org/swan/1.2/swan-commons/
dr	http://purl.org/swan/2.0/discourse-relationships/
tcga	http://purl.org/tcga/core#
telix	http://purl.org/telix#
telmap	http://purl.org/telmap/
theatre	http://purl.org/theatre#
tio	http://purl.org/tio/ns#
tripfs	http://purl.org/tripfs/2010/02#
tripfs2	http://purl.org/tripfs/2010/06#
hints2005	http://purl.org/twc/cabig/model/HINTS2005-1.owl#
health	http://purl.org/twc/health/vocab/
agg	http://purl.org/twc/health/vocab/aggregate/
cmo	http://purl.org/twc/ontologies/cmo.owl#
identity	http://purl.org/twc/ontologies/identity.owl#
cdm	http://purl.org/twc/ontology/cdm.owl#
frir	http://purl.org/twc/ontology/frir.owl#
bte	http://purl.org/twc/vocab/between-the-edges/
conversion	http://purl.org/twc/vocab/conversion/
xt	http://purl.org/twc/vocab/cross-topix#
datafaqs	http://purl.org/twc/vocab/datafaqs#
goef	http://purl.org/twc/vocab/goef#
vsr	http://purl.org/twc/vocab/vsr#
graffle	http://purl.org/twc/vocab/vsr/graffle#
uco	http://purl.org/uco/ns#
hcard	http://purl.org/uF/hCard/terms/
vrank	http://purl.org/voc/vrank#
aiiso	http://purl.org/vocab/aiiso/schema#
bio	http://purl.org/vocab/bio/0.1/
cs	http://purl.org/vocab/changeset/schema#
frbrcore	http://purl.org/vocab/frbr/core#
frbre	http://purl.org/vocab/frbr/extended#
lifecycle	http://purl.org/vocab/lifecycle/schema#
particip	http://purl.org/vocab/participation/schema#
psych	http://purl.org/vocab/psychometric-profile/
rel	http://purl.org/vocab/relationship/
resource	http://purl.org/vocab/resourcelist/schema#
ddl	http://purl.org/vocab/riro/ddl#
gpt	http://purl.org/vocab/riro/gpt#
sdl	http://purl.org/vocab/riro/sdl#
vann	http://purl.org/vocab/vann/
wordnet	http://purl.org/vocabularies/princeton/wordnet/schema#
vso	http://purl.org/vso/ns#
vvo	http://purl.org/vvo/ns#
wai	http://purl.org/wai#
cpv	http://purl.org/weso/cpv/
scowt	http://purl.org/weso/ontologies/scowt#
uni	http://purl.org/weso/uni/uni.html#
wfdesc	http://purl.org/wf4ever/wfdesc#
wfprov	http://purl.org/wf4ever/wfprov#
xro	http://purl.org/xro/ns#
xtypes	http://purl.org/xtypes/
uniprot	http://purl.uniprot.org/core/
qudt	http://qudt.org/1.1/schema/qudt#
unit	http://qudt.org/vocab/unit#
doac	http://ramonantonio.net/doac/0.1/#
aapi	http://rdf.alchemyapi.com/rdf/v1/s/aapi-schema#
dvrich	http://rdf.data-vocabulary.org/
dv	http://rdf.data-vocabulary.org/#
rdfdata	http://rdf.data-vocabulary.org/rdf.xml#
zoomaterms	http://rdf.ebi.ac.uk/vocabulary/zooma/
ecs	http://rdf.ecs.soton.ac.uk/ontology/ecs#
freebase	http://rdf.freebase.com/ns/
obsm	http://rdf.geospecies.org/methods/observationMethod#
geospecies	http://rdf.geospecies.org/ont/geospecies#
geosp	http://rdf.geospecies.org/ont/geospecies#
idemo	http://rdf.insee.fr/def/demo#
igeo	http://rdf.insee.fr/def/geo#
aos	http://rdf.muninn-project.org/ontologies/appearances#
graves	http://rdf.muninn-project.org/ontologies/graves#
mil	http://rdf.muninn-project.org/ontologies/military#
meb	http://rdf.myexperiment.org/ontologies/base/
snarm	http://rdf.myexperiment.org/ontologies/snarm/
vocab	http://rdf.ontology2.com/vocab#
void	http://rdfs.org/ns/void#
sioca	http://rdfs.org/sioc/actions#
arg	http://rdfs.org/sioc/argument#
sioc	http://rdfs.org/sioc/ns#
sioct	http://rdfs.org/sioc/types#
sioctypes	http://rdfs.org/sioc/types#
disco	http://rdf-vocabulary.ddialliance.org/discovery#
rdagr1	http://rdvocab.info/Elements/
rda	http://rdvocab.info/elements/
rdag1	http://rdvocab.info/Elements/
rdag3	http://rdvocab.info/ElementsGr3/
rdrel	http://rdvocab.info/RDARelationshipsWEMI/
rdarel	http://rdvocab.info/RDARelationshipsWEMI/
rdacarrier	http://rdvocab.info/termList/RDACarrierType/
rdacontent	http://rdvocab.info/termList/RDAContentType/
rdamedia	http://rdvocab.info/termList/RDAMediaType/
rdafrbr	http://rdvocab.info/uri/schema/FRBRentitiesRDA/
session	http://redfoot.net/2005/session#
cgov	http://reference.data.gov.uk/def/central-government/
interval	http://reference.data.gov.uk/def/intervals/
intervals	http://reference.data.gov.uk/def/intervals/
odv	http://reference.data.gov.uk/def/organogram/
payment	http://reference.data.gov.uk/def/payment#
pronom	http://reference.data.gov.uk/technical-registry/
resex	http://resex.rkbexplorer.com/ontologies/resex#
mpeg7	http://rhizomik.net/ontologies/2005/03/Mpeg7-2001.owl#
copyright	http://rhizomik.net/ontologies/2008/05/copyrightonto.owl#
kontakt	http://richard.cyganiak.de/
rpubl	http://rinfo.lagrummet.se/ns/2008/11/rinfo/publ#
dwc	http://rs.tdwg.org/dwc/terms/
zem	http://s.zemanta.com/ns#
saxon	http://saxon.sf.net/
cts2	http://schema.omg.org/spec/CTS2/1.0/
schema	http://schema.org/
wkd	http://schema.wolterskluwer.de/
imm	http://schemas.microsoft.com/imm/
ad	http://schemas.talis.com/2005/address/schema#
address	http://schemas.talis.com/2005/address/schema#
dir	http://schemas.talis.com/2005/dir/schema#
sv	http://schemas.talis.com/2005/service/schema#
user	http://schemas.talis.com/2005/user/schema#
scot	http://scot-project.org/scot/ns#
dive	http://scubadive.networld.to/dive.rdf#
commerce	http://search.yahoo.com/searchmonkey/commerce/
nndsr	http://semanticdiet.com/schema/usda/nndsr/
swivt	http://semantic-mediawiki.org/swivt/1.0#
sio	http://semanticscience.org/resource/
semtweet	http://semantictweet.com/
swid	http://semanticweb.org/id/
artstor	http://simile.mit.edu/2003/10/ontologies/artstor#
hlisting	http://sindice.com/hlisting/0.1/
search	http://sindice.com/vocab/search#
marshall	http://sites.google.com/site/xgmaitc/
d2r	http://sites.wiwiss.fu-berlin.de/suhl/bizer/d2r-server/config.rdf#
skip	http://skipforward.net/skipforward/resource/
osmsemnet	http://spatial.ucd.ie/2012/08/osmsemnet/
osn	http://spatial.ucd.ie/lod/osn/
cerif	http://spi-fm.uca.es/neologism/cerif#
sp	http://spinrdf.org/sp#
spif	http://spinrdf.org/spif#
spin	http://spinrdf.org/spin#
spl	http://spinrdf.org/spl#
spt	http://spitfire-project.eu/ontology/ns/
enhancer	http://stanbol.apache.org/ontology/enhancer/enhancer#
overheid	http://standaarden.overheid.nl/owms/
sdgp	http://stats.data-gov.ie/property/
strdf	http://strdf.di.uoa.gr/ontology#
cycann	http://sw.cyc.com/CycAnnotations_v1#
cfp	http://sw.deri.org/2005/08/conf/cfp.owl#
cyc	http://sw.opencyc.org/concept/
aigp	http://swat.cse.lehigh.edu/resources/onto/aigp.owl#
oper	http://sweet.jpl.nasa.gov/2.0/mathOperation.owl#
swpatho	http://swpatho.ag-nbi.de/context/meta.owl#
swpo	http://sw-portal.deri.org/ontologies/swportal#
swrc	http://swrc.ontoware.org/ontology#
geodata	http://sws.geonames.org/
geographis	http://telegraphis.net/ontology/geography/geography#
code	http://telegraphis.net/ontology/measurement/code#
test	http://test2.example.com/
test2	http://this.invalid/test2#
pmt	http://tipsy.googlecode.com/svn/trunk/vocab/pmt#
toby	http://tobyinkster.co.uk/#
sm	http://topbraid.org/sparqlmotion#
smf	http://topbraid.org/sparqlmotionfunctions#
sml	http://topbraid.org/sparqlmotionlib#
